state,employees,income
Texas,9,1408.319215668909
Texas,9,502741.63346206775
Texas,6,20839.007017637774
Texas,9,7304.499160224982
Texas,7,7508.886782893354
Texas,12,126052.8738845939
Texas,12,202812.69551865078
Texas,20,490821.47819463996
Texas,8,23665.806288608295
Texas,9,82100.31542476764
Texas,11,81220.12380735259
Texas,7,1444377.7294010555
Texas,9,14592.724854861015
Texas,13,15758.614392045749
Texas,6,3349.005362989617
Texas,11,48521.78784339751
Texas,9,10443242.94984805
Texas,7,15160.415793961713
Texas,6,12492.076073741066
Texas,5,10271.055885152618
Texas,9,244157.91087442863
Texas,7,11317.660896451087
Texas,5,217422.08250665662
Texas,12,5550.929470149632
Texas,9,1301457.3146698405
Texas,7,2555.8069266803927
Texas,13,7036.8406931746895
Texas,10,18652.94445673878
Texas,9,19447.27191250359
Texas,10,3195.725053482404
Texas,4,50004.52834116673
Texas,4,6429.16112273362
Texas,11,755.470929922782
Texas,7,12167.19608687303
Texas,15,117691.84954640317
Texas,12,285814.27837557887
Texas,8,352.16202928432574
Texas,10,41705.32083845858
Texas,4,24826.953932677596
Texas,10,73579.90245065506
Texas,5,21779.55724307358
Texas,8,1329.4049137014704
Texas,8,7711.743594444451
Texas,4,78484.06097461571
Texas,6,349.3067836582785
Texas,11,14530.234705576433
Texas,16,431893.9214272727
Texas,20,1544.5271487254308
Texas,6,13936.030336549344
Texas,11,73403.06509315986
Texas,7,13729.21491244718
Texas,6,624.9260224125813
Texas,14,8610.892142947529
Texas,8,22827.67460579092
Texas,9,13026.979308414733
Texas,16,5967.554906699146
Texas,13,11821.33702197913
Texas,7,794.1354398735145
Texas,11,35090.554005024744
Texas,7,1646479.1287942245
Texas,9,49519.69331539562
Texas,9,70643.84484134406
Texas,7,5454.649434330323
Texas,5,149021.12549451418
Texas,10,112784.09678961898
Texas,17,151827.55219851664
Texas,14,1094208.0521784776
Texas,11,3563.9800898869935
Texas,7,13725.83670595554
Texas,10,168351.27390018647
Texas,7,50995.31712832876
Texas,6,6760.317620338585
Texas,11,27290.08807023296
Texas,10,5754.338376608741
Texas,9,9380.628729488653
Texas,10,52532.873592421616
Texas,13,269131.08153033204
Texas,15,107972.64406031408
Texas,12,156247.83174075573
Texas,10,51979.149494810095
Texas,12,456394.46698223567
Texas,11,1436997.5834800578
Texas,6,495710.1850476473
Texas,12,6253.11710701613
Texas,9,650.9022192233659
Texas,8,6480.280833700319
Texas,11,660747.689076859
Texas,9,12571.98230820654
Texas,8,58656.793279371115
Texas,9,47363.53973089623
Texas,14,4542.092429819
Texas,7,731491.5924742414
Texas,5,41358.49070995797
Texas,15,1122.2097747449288
Texas,10,5470.739705654924
Texas,11,176238.26468938866
Texas,8,7845.978607283399
Texas,9,56038.5473878132
Texas,12,96880.44712826292
Texas,8,716.0222223988881
Texas,11,517.5396935031413
Texas,8,1925.1795284127281
Texas,10,80982.03630724398
Texas,16,1668.2704728896147
Texas,8,15826.706791812667
Texas,7,152721.0625653105
Texas,9,20324.51344421707
Texas,9,5051.66317786482
Texas,6,9379.915578003074
Texas,13,3752004.2599668554
Texas,8,7316.06578383399
Texas,3,42502.86642781652
Texas,13,14049.298135410472
Texas,10,10539.600444155736
Texas,8,5377.1378962471745
Texas,7,147469.71774442834
Texas,7,4301.640215786274
Texas,9,8655.118049933079
Texas,12,980.8920657382001
Texas,10,2585.394225892262
Texas,7,1702.0685996599952
Texas,11,124.5212256400677
Texas,9,160696.48814455295
Texas,10,356017.5345421031
Texas,7,12248.480792139319
Texas,8,371602.05385586544
Texas,11,3122.0034749919582
Texas,10,44048.96352693367
Texas,10,2737.6322944427257
Texas,10,92182.80214354089
Texas,11,5047.390099818466
Texas,8,17503.743095638867
Texas,10,3399.891170251121
Texas,12,11259.001916301933
Texas,11,6476.449988036682
Texas,11,74392.62717477641
Texas,12,1872.258650177536
Texas,7,104069.93937000622
Texas,17,16762.87099085829
Texas,15,15468.191195655161
Texas,9,404.55829018327654
Texas,8,813169.5586606652
Texas,10,32066.317814585127
Texas,8,6072.2928763682385
Texas,8,537.531326173123
Texas,11,12553.320612996724
Texas,7,289170.72968488047
Texas,13,37764.67516345085
Texas,12,9466.849532943326
Texas,7,45702.19439232988
Texas,16,335.2044789832448
Texas,5,940567.6351496731
Texas,13,13607.196595840613
Texas,13,2057.576502870967
Texas,12,194105.50398718994
Texas,10,2673.8651894518684
Texas,14,67797.97656676907
Texas,5,10127.1171164541
Texas,10,938.2782783712303
Texas,7,47155.891109007294
Texas,10,6127.284085590721
Texas,11,386.86406899186625
Texas,17,12268.905398382245
Texas,10,15398.496890120057
Texas,12,22790.967269654626
Texas,5,29937.39796772411
Texas,15,14482.67505919508
Texas,8,16595.42370550277
Texas,9,2924.867544851124
Texas,12,43118.75561682677
Texas,10,423478.1535053739
Texas,6,87992.14150983155
Texas,14,5001.627096777855
Texas,7,18606.095265490374
Texas,12,5249.23474153328
Texas,9,5466.962308117788
Texas,6,18749.79467392162
Texas,14,130.36825130978917
Texas,9,21678.6556900774
Texas,8,2303.6389139520647
Texas,16,863.6919445492618
Texas,8,7365.8057016291305
Texas,13,62088.31614664154
Texas,14,178237.9157155741
Texas,16,231486.22012492697
Texas,8,52772.98837978611
Texas,14,1111.550913526322
Texas,12,16797.003164867805
Texas,9,75736.28146100881
Texas,10,75.90539265994973
Texas,13,1213464.5480679816
Texas,6,432751.0486911226
Texas,5,10501.874802720984
Texas,10,16667.11391325285
Texas,8,196391.731035451
Texas,13,309659.9744468905
Texas,10,47603.08996342818
Texas,13,2268.047988109955
Texas,10,2523.7596614935014
Texas,10,84034.11948078842
Texas,8,14769.08352426751
Texas,14,55775.856236762775
Texas,17,676.0609263461449
Texas,13,15141.319924138363
Texas,7,2105.7707949537653
Texas,20,42999.55304638129
Texas,6,34846.00412644953
Texas,7,8869.666832846164
Texas,13,8543.937885935557
Texas,10,8595.269830565427
Texas,9,112461.49890418965
Texas,13,2916.385495467008
Texas,12,8435.202186674414
Texas,7,3129.4711885303077
Texas,9,7821.168541208536
Texas,6,23622.946862798548
Texas,9,10729.13753350014
Texas,12,505803.30065549584
Texas,11,106272.3037725711
Texas,8,5315.24707855281
Texas,9,13023.387159702783
Texas,11,10154.239889964503
Texas,11,129678.31500731407
Texas,11,68590.67862887698
Texas,6,49624.27130315435
Texas,8,70958.09545818892
Texas,9,26509.392969929173
Texas,9,43883.66340133618
Texas,13,12299.605826788722
Texas,11,36732.19102243524
Texas,16,819.7853015320757
Texas,13,6563.240508827166
Texas,13,2334.225953306209
Texas,14,6682.125182550132
Texas,7,14300.512683343804
Texas,7,281445.4644713831
Texas,6,14750.981196650217
Texas,5,10996.83203715088
Texas,16,43625.18533964444
Texas,16,34938.747849762985
Texas,11,360030.44507584337
Texas,6,5771.5047397506305
Texas,10,87366.07887350285
Texas,8,58802.83767860272
Texas,8,9277.874423074298
Texas,6,15641.696671528367
Texas,7,8323.928044185746
Texas,12,350647.05933925696
Texas,13,23286.967715819694
Texas,15,54556.63563368886
Texas,8,80871.58615476901
Texas,12,35309.54086392929
Texas,7,185661.16494471242
Texas,15,872.017251143468
Texas,10,110826.32784558868
Texas,7,63753.100396044036
Texas,8,22049.06636869464
Texas,13,21617.316341797366
Texas,12,4775.6872661008765
Texas,7,8681.649948371287
Texas,13,4602.180049387565
Texas,9,128458.97676654911
Texas,7,4972.49456056439
Texas,13,2206.1985184463356
Texas,12,4117.068290518005
Texas,12,27663.84056389356
Texas,7,61124.528455436106
Texas,11,19750.915482029668
Texas,13,5123.525748724254
Texas,11,42186.593209382365
Texas,8,2209.2408545813
Texas,11,7954.899739798896
Texas,8,63402.09834480687
Texas,10,96113.57845894383
Texas,5,88912.3932524068
Texas,6,54865.7498142
Texas,18,9539.04176410297
Texas,12,3042.9000664508644
Texas,5,27863.124667940076
Texas,9,20815.97897849154
Texas,8,11178.790589153468
Texas,8,3967.732132159063
Texas,6,148338.42563080805
Texas,12,161628.10143779262
Texas,8,158198.0400183816
Texas,9,27822.474841736013
Texas,11,24197.310624569975
Texas,13,567920.3761178248
Texas,8,4574.977588544338
Texas,6,182975.080077627
Texas,9,3767.7764402572516
Texas,10,8460.438035043819
Texas,17,9976.678984806635
Texas,13,158833.3499645479
Texas,16,1426.2224241769934
Texas,12,44217.740144746516
Texas,7,100401.3623583682
Texas,10,5770.370058131607
Texas,3,42380.94537588427
Texas,4,463875.96910250705
Texas,12,19448.848844112494
Texas,14,2108.661109380929
Texas,11,67145.1913724819
Texas,11,782369.1430790229
Texas,5,45666.82340910435
Texas,9,1037891.302053341
Texas,6,4632.84789279304
Texas,6,467.06445122868575
Texas,15,702313.853710424
Texas,12,160932.48877468816
Texas,8,116.20914432135449
Texas,8,11904157.3910122
Texas,6,25340.252900431442
Texas,6,9083.032329582189
Texas,14,6271.553182286348
Texas,7,785093.9411262689
Texas,11,415069.4834887522
Texas,7,1532.6524019817223
Texas,11,2114.11333309977
Texas,7,49899.37674273335
Texas,7,109336.30781558949
Texas,13,17158.961246345818
Texas,7,15070.639699771475
Texas,9,186790.46905917337
Texas,16,4501.575248978314
Texas,8,1723.5174967617795
Texas,8,75953.17886242313
Texas,9,146308.47372895747
Texas,14,182416.89283446374
Texas,11,65084.32674305017
Texas,9,133673.57777238448
Texas,7,2564.49677282424
Texas,11,43591.29037655494
Texas,9,47595.0054886696
Texas,10,29479.646283315727
Texas,9,572483.7908149665
Texas,7,18596.584178734596
Texas,10,5597.248999979804
Texas,16,46545.30300652251
Texas,9,1972.2463231386014
Texas,11,5696.0283987019275
Texas,10,60213.00321001174
Texas,10,65207.88841895591
Texas,13,57303.60909462711
Texas,9,9489.25851253461
Texas,9,1703425.8703363866
Texas,8,14537.299169917189
Texas,8,730.5153762956298
Texas,7,23796.32276354997
Texas,9,563.7301304182118
Texas,12,10709.361045446421
Texas,5,1154.0268979587092
Texas,9,49066.628001862955
Texas,7,10524.55328733937
Texas,10,947.4062769004834
Texas,20,6235.873884155671
Texas,5,20744.568618633646
Texas,14,5020.216800716355
Texas,18,13951.834792005231
Texas,9,284061.715060236
Texas,9,35535.99988077361
Texas,10,1171192.8508322022
Texas,10,123776.27305278684
Texas,11,3449.6003952947467
Texas,9,5278.307817285479
Texas,9,174835.96211661198
Texas,7,18235.70697625926
Texas,9,174159.94039521719
Texas,9,62227.09663231464
Texas,13,17791.355292628363
Texas,11,7871.971116881702
Texas,12,7137.738181861829
Texas,7,4978.455733384083
Texas,9,206504.0495753594
Texas,15,85030.49090189222
Texas,7,18171.0424713732
Texas,9,564697.738774623
Texas,14,11547.78630212978
Texas,6,32607.23123849636
Texas,11,4778.03458699273
Texas,10,13375.047779052253
Texas,6,872587.1720235021
Texas,7,17755.247728299513
Texas,9,77616.34807567287
Texas,7,17072.186034470717
Texas,9,2336.6489723571513
Texas,8,43618.573819741105
Texas,14,34839.58922639162
Texas,12,28483.746207336248
Texas,13,33597.42883671313
Texas,8,951907.8697850277
Texas,5,1702.4609511411988
Texas,6,435304.5711165209
Texas,10,6660.68884758079
Texas,5,1435.4882078762228
Texas,14,25297.26982843685
Texas,11,1172369.2536619972
Texas,9,8819.279602888548
Texas,11,33859.4017255497
Texas,10,1185994.3714149462
Texas,11,37846.632195008235
Texas,11,205.36046798909297
Texas,11,2547.5436718789147
Texas,11,251.88974966942644
Texas,7,39100.61471297932
Texas,16,8101.745944326559
Texas,8,47026.11072996649
Texas,10,1050.7846545600169
Texas,9,1977.0927556109748
Texas,13,14114.300601702336
Texas,10,227.88710034097866
Texas,12,125814.68461912128
Texas,11,402495.2252780381
Texas,11,8521.571164384944
Texas,8,15335.22502169831
Texas,9,4868.5726482057735
Texas,10,238760.9375957209
Texas,7,30985.686254805838
Texas,8,368523.62626265356
Texas,7,5976.990629075906
Texas,14,15813.571487373474
Texas,12,96328.47492628443
Texas,16,581863.8783375017
Texas,13,9560.340838668548
Texas,15,284812.5424282918
Texas,10,2774.3838707642653
Texas,8,15156.764949454495
Texas,15,39387.54022857862
Texas,11,12119.53796413964
Texas,10,35895.728378569394
Texas,8,1797.6944880488072
Texas,9,658.1430222476934
Texas,13,48725.01404704739
Texas,8,339688.590451772
Texas,11,537023.3152444914
Texas,4,11090.23256467691
Texas,16,501992.3006070179
Texas,6,20342.687028066324
Texas,6,5761.410216355045
Texas,14,45025.869904972074
Texas,10,573909.7639882113
Texas,10,41064.019794190586
Texas,10,10791.437243408687
Texas,7,4822.933010956153
Texas,12,119895.40695595455
Texas,9,16261.523114580174
Texas,5,64649.32251468001
Texas,7,46949.5871209959
Texas,7,489947.1157928327
Texas,10,248929.7340606808
Texas,5,2299608.478833918
Texas,10,7940.071574165367
Texas,10,81468.38925214775
Texas,8,14407.723343728983
Texas,6,194209.20910332722
Texas,8,430275.006835105
Texas,8,699.121042565019
Texas,10,54532.650717605786
Texas,10,6071.839673784702
Texas,9,32240.516239857694
Texas,9,1840.7145173515428
Texas,10,33513.27890111159
Texas,10,74977.27169466412
Texas,9,20306.684656160138
Texas,8,3298.4497717223126
Texas,10,425249.04474134056
Texas,13,183316.1343025171
Texas,9,201.26853866420964
Texas,13,9908.247207990928
Texas,12,37927.238459343505
Texas,15,3867.1604149855693
Texas,8,12056.516883632958
Texas,10,111345.9187682581
Texas,5,49924.6224762036
Texas,11,56509.126604346864
Texas,8,33480.720286426564
Texas,4,36435.97091912458
Texas,11,27892.88868664734
Texas,4,42436.40449036441
Texas,10,36147.481976529685
Texas,10,1217.3792267837591
Texas,12,1210.1398643922046
Texas,11,1021.7933105467268
Texas,9,2628.082007888289
Texas,14,58416.53126525805
Texas,15,65727.16112502832
Texas,12,74063.29982956733
Texas,8,4589.278323509289
Texas,11,454960.59755014547
Texas,10,13341.72125951323
Texas,5,2389.3339977028527
Texas,10,233057.84745150103
Texas,6,24232.904386977527
Texas,8,318507.0776009192
Texas,9,4308.73333714085
Texas,11,31338.163031070817
Texas,13,33913.896594306985
Texas,12,1397.9634987164868
Texas,11,132784.71301544274
Texas,12,74309.51502648277
Texas,9,2502.845163221276
Texas,12,7592.568556897439
Texas,8,1338.1376884351862
Texas,6,1704.8046744443957
Texas,8,31295.70180835394
Texas,14,46208.045186948475
Texas,9,19677.108527724355
Texas,5,36209.970451596106
Texas,12,160374.5846341013
Texas,5,6075.1088506547585
Texas,7,15823.941146615596
Texas,5,19354.03065385872
Texas,16,1008.5048918950663
Texas,5,13969.170624578795
Texas,12,5461.036124538734
Texas,10,16039.084298103864
Texas,10,3223.157622083097
Texas,9,159137.1117758808
Texas,12,9941.825005725308
Texas,8,2226400.3785051033
Texas,5,10161.176182157538
Texas,9,514.689083517275
Texas,13,96284.8986773604
Texas,18,9564.947483431513
Texas,10,405.44730676364003
Texas,8,41732.537448657095
Texas,14,64572.62527728707
Texas,7,158730.41278867237
Texas,8,17218.455397641414
Texas,11,35614.67998243214
Texas,15,12639.115702148014
Texas,15,6945.106179729494
Texas,16,23116.485913386216
Texas,6,946.7370751434528
Texas,13,344071.8653984035
Texas,5,11328.118439478736
Texas,4,5638.064200725417
Texas,10,38160.96351771957
Texas,7,69848.11141611008
Texas,12,4612.450372029999
Texas,3,139794.4235705231
Texas,9,3071.9770207079723
Texas,17,37672.50058526036
Texas,12,63663.590979357265
Texas,12,36848.88073723342
Texas,7,59899.371533185156
Texas,8,2052.0167427837164
Texas,4,8429.15106753872
Texas,7,10744.5059024649
Texas,11,122390.44358595516
Texas,9,3187.890179250618
Texas,10,26441.09973505174
Texas,10,35167.19914389779
Texas,12,2992.5999268541623
Texas,14,300362.17480157403
Texas,10,55210.844736351144
Texas,11,121534.79279029311
Texas,5,2013.327077458617
Texas,9,1909.740450700181
Texas,12,3687.1425588146635
Texas,5,210067.74438429766
Texas,10,231902.8310126143
Texas,11,224297.46168935022
Texas,11,32043.319311040745
Texas,7,4092.8004074861633
Texas,10,86312.52397085968
Texas,14,11915.86256622308
Texas,15,2396.104702615615
Texas,9,10987.99849799946
Texas,10,26920.714059751397
Texas,13,4899.467702048987
Texas,17,50426.728201866696
Texas,9,6691.213661834282
Texas,11,2321.017062780706
Texas,9,5469.914030780858
Texas,11,37977.03887575423
Texas,6,801.8187367957357
Texas,12,60811.643391805876
Texas,11,1935.0864922371768
Texas,6,31127.103776017182
Texas,9,90787.69066975129
Texas,9,18824.831643224366
Texas,9,26755.29492757383
Texas,7,24776.063105549092
Texas,17,522716.37300966063
Texas,8,1248.2756174993312
Texas,14,143.59442680974226
Texas,11,3985.655701390724
Texas,14,1636.1126128315734
Texas,4,1582.6684985052639
Texas,7,28875.67501957477
Texas,12,29195.476778969478
Texas,10,2411.641880625188
Texas,8,29384.747047312372
Texas,6,202594.2687790163
Texas,11,483873.47296929586
Texas,5,1850.2180624640664
Texas,14,77950.54946896782
Texas,6,70118.75368503582
Texas,5,111201.40208262272
Texas,8,40295.46333219018
Texas,6,1816.1913845714732
Texas,14,29704.218853906634
Texas,14,28496.780590072707
Texas,9,408229.170526172
Texas,9,2053.703776774109
Texas,11,27180.36427456539
Texas,5,8393.226573960546
Texas,7,178770.45961167093
Texas,10,446527.50869851565
Texas,12,487991.5196435004
Texas,6,220007.16961281118
Texas,15,44490.40546155889
Texas,13,23981.102628452685
Texas,12,3521.8262813130077
Texas,10,8209.730518739036
Texas,11,2596345.306088285
Texas,8,2953.083746774181
Texas,15,30788.121958339587
Texas,8,13491.704842074934
Texas,8,7473.40490621023
Texas,9,711156.8594718144
Texas,7,23782.68699193886
Texas,8,246.04977983121415
Texas,7,64225.33765953156
Texas,8,73105.89016065576
Texas,6,65505.615788844974
Texas,8,12188.309371307376
Texas,4,7609.436526248159
Texas,11,3008.060724192017
Texas,9,162.4303907735851
Texas,12,3634.520169216206
Texas,12,2389835.862882051
Texas,7,34524.336739042345
Texas,6,62217.49124031763
Texas,8,1531.8537817042195
Texas,11,1404.5496931366158
Texas,5,31665.781868031758
Texas,13,1938.7789223583657
Texas,10,11082.121159221382
Texas,7,3282.3673793793196
Texas,5,8159.802873912706
Texas,6,5945.548709737155
Texas,10,4911.838693113425
Texas,11,5868.912138125105
Texas,18,2341.652775845489
Texas,18,24499.017844210874
Texas,13,32780.42521779263
Texas,11,1368.3714736803965
Texas,6,227251.39200729493
Texas,14,96555.97510981656
Texas,3,1509.1450603047142
Texas,15,37734.315985709305
Texas,12,1473.2164565525138
Texas,10,1638.1319344728533
Texas,9,38020.54822821773
Texas,10,168274.64153795183
Texas,14,19788.41686448919
Texas,7,512.2130826769189
Texas,6,3429.8560694162084
Texas,5,39194.770068429156
Texas,8,1845874.4646934127
Texas,7,19288.76755536491
Texas,7,6750.377704186184
Texas,5,7158.983358653298
Texas,12,179881.53667859035
Texas,11,10632.945997059624
Texas,10,990.7033696717978
Texas,8,93530.91835064869
Texas,3,1215.2011194039103
Texas,10,658981.7118411583
Texas,10,42051.50450479348
Texas,5,5187.697163520467
Texas,8,10661.177153269711
Texas,8,13256.572856715718
Texas,13,14155.449471711301
Texas,6,440462.7098347932
Texas,8,3963.0836351638645
Texas,8,28125.98143263945
Texas,10,70157.8301373478
Texas,8,3149.2800932639493
Texas,9,2591.179472053998
Texas,7,4141.497270049509
Texas,8,1228.8096234318991
Texas,15,247.60564908223046
Texas,11,2317.5513231929526
Texas,9,17008.810884701958
Texas,10,3152779.754986078
Texas,8,43923.11972428968
Texas,11,41593.66870146123
Texas,13,4250.577819299814
Texas,10,3842.008473344244
Texas,20,382502.4108243324
Texas,16,11758.46046328635
Texas,8,10028.103054489307
Texas,15,36434.646470545296
Texas,13,1596378.8203706916
Texas,10,55747.31074861282
Texas,9,54238.6910945719
Texas,9,6757258.001497222
Texas,12,8323.976017682666
Texas,8,43067.749107357544
Texas,6,3537162.7489303593
Texas,11,451770.90164862404
Texas,9,536.1019474900414
Texas,14,23392.755514441276
Texas,11,31772.352657800744
Texas,18,17323.23891599914
Texas,17,11643.9587342009
Texas,11,26622.483791938797
Texas,12,30489.47644016091
Texas,8,599137.0875067204
Texas,11,106212.42049038623
Texas,9,7756.780431775493
Texas,11,16849.808106067307
Texas,10,25090.776189403612
Texas,15,1293.5767559540288
Texas,9,64140.69072735596
Texas,12,7174.314617353357
Texas,10,22679.605861762728
Texas,11,39604.97070183362
Texas,7,1428.7531143979368
Texas,9,213710.4886307187
Texas,9,488997.74931761564
Texas,7,97325.28315119122
Texas,12,3409.592955787185
Texas,12,333428.1232121391
Texas,7,834148.5046699225
Texas,18,174844.7815645985
Texas,6,4267.769213237367
Texas,13,414320.09662056976
Texas,20,3524.977903793773
Texas,11,20566.392752365602
Texas,10,59581.992999641974
Texas,7,18503.74598859975
Texas,14,30029.536553583854
Texas,10,29775.955445564454
Texas,8,244.04017619972853
Texas,13,25140.689323882867
